Variable,Session_Title,N,Mean,Std,Min,Max,Median,P_Value,Test_Type,Significant
Positive Net Impulse,Drive Day 3-Advanced Jump Athletes,1400,272.0,9.44,254.37,290.97,272.13,0.0,Kruskal-Wallis,***
Positive Net Impulse,Drive Day 3-Advanced Rotation Athletes,23562,302.93,57.84,204.46,396.36,307.1,0.0,Kruskal-Wallis,***
Positive Net Impulse,Drive Day 3-Intermediate,816,246.69,7.84,234.47,262.59,246.34,0.0,Kruskal-Wallis,***
Positive Net Impulse,Explode Day 1-Advanced,89288,288.21,62.19,124.03,449.28,283.83,0.0,Kruskal-Wallis,***
Positive Net Impulse,Explode Day 1-Advanced Jump Athletes,2736,286.71,17.0,247.75,311.75,291.66,0.0,Kruskal-Wallis,***
Positive Net Impulse,Explode Day 1-Advanced Rotation Athletes,46293,236.32,70.72,161.97,521.42,237.11,0.0,Kruskal-Wallis,***
Positive Net Impulse,Explode Day 1-Intermediate,720,230.86,23.48,181.92,245.59,244.57,0.0,Kruskal-Wallis,***
Positive Net Impulse,Explode Day 2-Advanced,86024,289.46,64.82,124.03,449.28,283.83,0.0,Kruskal-Wallis,***
Positive Net Impulse,Explode Day 2-Advanced Jump Athletes,2736,286.71,17.0,247.75,311.75,291.66,0.0,Kruskal-Wallis,***
Positive Net Impulse,Explode Day 2-Advanced Rotation Athletes,50613,234.9,69.05,161.97,521.42,237.33,0.0,Kruskal-Wallis,***
Positive Net Impulse,Explode Day 2-Intermediate,544,226.32,25.41,181.92,245.59,244.4,0.0,Kruskal-Wallis,***
Positive Net Impulse,Explode Day 3-Advanced,28664,354.51,40.42,242.58,449.28,367.53,0.0,Kruskal-Wallis,***
Positive Net Impulse,Explode Day 3-Advanced Rotation Athletes,20623,283.34,52.59,204.46,396.36,258.91,0.0,Kruskal-Wallis,***
Positive Net Impulse,Fitness Day 1,25548,303.97,62.46,199.45,398.29,271.95,0.0,Kruskal-Wallis,***
Positive Net Impulse,Fitness Day 2,31343,325.9,56.91,209.58,398.29,351.99,0.0,Kruskal-Wallis,***
Positive Net Impulse,Fitness Day 3,27430,324.59,59.42,209.58,521.42,348.25,0.0,Kruskal-Wallis,***
Positive Net Impulse,Fitness Day 4,10821,330.5,55.69,233.86,398.29,353.91,0.0,Kruskal-Wallis,***
Positive Net Impulse,Keira Mirror Work,1344,169.25,7.67,153.77,180.2,169.92,0.0,Kruskal-Wallis,***
Positive Net Impulse,Knee Progression Day 1,348,217.31,4.05,213.72,224.04,215.74,0.0,Kruskal-Wallis,***
Positive Net Impulse,Knee Progression Day 2,1392,217.31,4.04,213.72,224.04,215.74,0.0,Kruskal-Wallis,***
Positive Net Impulse,Knee Progression Day 3,1392,217.31,4.04,213.72,224.04,215.74,0.0,Kruskal-Wallis,***
Positive Net Impulse,Knee Progression Day 4,696,217.31,4.04,213.72,224.04,215.74,0.0,Kruskal-Wallis,***
Positive Net Impulse,Knee Progression Day 5,160,224.12,12.02,205.32,248.08,229.69,0.0,Kruskal-Wallis,***
Positive Net Impulse,Load Day 1-Advanced,120403,251.88,61.1,124.03,398.29,255.51,0.0,Kruskal-Wallis,***
Positive Net Impulse,Load Day 1-Advanced Jump Athletes,6624,253.27,28.29,184.49,290.97,265.3,0.0,Kruskal-Wallis,***
Positive Net Impulse,Load Day 1-Advanced Rotation Athletes,10185,276.42,57.81,153.77,367.27,266.01,0.0,Kruskal-Wallis,***
Positive Net Impulse,Load Day 1-Beginner,6376,197.69,52.07,126.24,302.57,183.13,0.0,Kruskal-Wallis,***
Positive Net Impulse,Load Day 1-Intermediate,17594,216.54,38.99,126.24,292.74,214.71,0.0,Kruskal-Wallis,***
Positive Net Impulse,Load Day 2-Advanced,117521,252.45,61.72,124.03,398.29,255.79,0.0,Kruskal-Wallis,***
Positive Net Impulse,Load Day 2-Advanced Jump Athletes,6516,253.95,28.17,184.49,290.97,265.3,0.0,Kruskal-Wallis,***
Positive Net Impulse,Load Day 2-Advanced Rotation Athletes,11037,279.76,50.36,153.77,367.27,266.01,0.0,Kruskal-Wallis,***
Positive Net Impulse,Load Day 2-Beginner,7441,187.7,50.93,126.24,302.57,178.38,0.0,Kruskal-Wallis,***
Positive Net Impulse,Load Day 2-Intermediate,15744,222.6,34.42,141.19,292.74,216.66,0.0,Kruskal-Wallis,***
Positive Net Impulse,Load Day 3-Advanced,46541,294.14,56.35,190.2,398.29,270.48,0.0,Kruskal-Wallis,***
Positive Net Impulse,Load Day 3-Advanced Jump Athletes,4824,251.25,28.67,184.49,290.97,259.71,0.0,Kruskal-Wallis,***
Positive Net Impulse,Load Day 3-Advanced Rotation Athletes,6696,283.68,43.02,192.75,367.27,266.56,0.0,Kruskal-Wallis,***
Positive Net Impulse,Load Day 3-Intermediate,2148,210.36,11.2,184.49,230.68,213.72,0.0,Kruskal-Wallis,***
Positive Net Impulse,Load/Drive Day 1-Advanced,30592,260.47,43.53,191.18,398.29,250.22,0.0,Kruskal-Wallis,***
Positive Net Impulse,Load/Drive Day 1-Advanced Rotation Athletes,28740,310.34,65.18,181.92,398.29,341.47,0.0,Kruskal-Wallis,***
Positive Net Impulse,Load/Drive Day 1-Beginner,608,189.69,22.24,158.33,215.45,190.54,0.0,Kruskal-Wallis,***
Positive Net Impulse,Load/Drive Day 1-Intermediate,1440,173.42,12.77,149.29,190.62,178.11,0.0,Kruskal-Wallis,***
Positive Net Impulse,Load/Drive Day 2-Advanced,33192,257.43,42.57,191.18,398.29,249.73,0.0,Kruskal-Wallis,***
Positive Net Impulse,Load/Drive Day 2-Advanced Rotation Athletes,27936,317.07,63.6,181.92,398.29,351.31,0.0,Kruskal-Wallis,***
Positive Net Impulse,Load/Drive Day 2-Beginner,760,189.69,22.23,158.33,215.45,190.54,0.0,Kruskal-Wallis,***
Positive Net Impulse,Load/Drive Day 2-Intermediate,1440,173.42,12.77,149.29,190.62,178.11,0.0,Kruskal-Wallis,***
Positive Net Impulse,Load/Drive Day 3-Advanced,12512,293.42,48.03,205.32,398.29,272.7,0.0,Kruskal-Wallis,***
Positive Net Impulse,Load/Drive Day 3-Advanced Rotation Athletes,23008,335.61,53.35,205.32,398.29,357.6,0.0,Kruskal-Wallis,***
Positive Net Impulse,Load/Explode Day 1-Advanced,261968,257.48,47.14,124.03,521.42,258.8,0.0,Kruskal-Wallis,***
Positive Net Impulse,Load/Explode Day 1-Advanced Jump Athletes,22248,277.61,25.26,184.49,311.75,286.24,0.0,Kruskal-Wallis,***
Positive Net Impulse,Load/Explode Day 1-Advanced Rotation Athletes,87554,281.89,70.18,153.77,521.42,260.24,0.0,Kruskal-Wallis,***
Positive Net Impulse,Load/Explode Day 1-Beginner,856,219.69,7.48,211.17,241.17,216.77,0.0,Kruskal-Wallis,***
Positive Net Impulse,Load/Explode Day 1-Intermediate,9547,222.45,68.06,128.17,367.27,187.25,0.0,Kruskal-Wallis,***
Positive Net Impulse,Load/Explode Day 2,238345,258.61,47.34,124.03,521.42,259.75,0.0,Kruskal-Wallis,***
Positive Net Impulse,Load/Explode Day 2 Jump Athletes,22192,280.26,25.23,184.49,311.75,289.56,0.0,Kruskal-Wallis,***
Positive Net Impulse,Load/Explode Day 2 Rotation Athletes,85154,280.32,70.98,153.77,521.42,259.75,0.0,Kruskal-Wallis,***
Positive Net Impulse,Load/Explode Day 2-Beginner,936,220.58,8.24,211.17,241.17,216.77,0.0,Kruskal-Wallis,***
Positive Net Impulse,Load/Explode Day 2-Intermediate,8492,222.32,69.71,128.17,367.27,187.25,0.0,Kruskal-Wallis,***
Positive Net Impulse,Load/Explode Day 3,88307,278.55,48.46,175.81,396.36,263.52,0.0,Kruskal-Wallis,***
Positive Net Impulse,Load/Explode Day 3 Jump Athletes,26984,279.86,24.21,184.49,311.75,287.74,0.0,Kruskal-Wallis,***
Positive Net Impulse,Load/Explode Day 3 Rotation Athletes,75202,288.64,68.07,175.81,521.42,260.69,0.0,Kruskal-Wallis,***
Positive Net Impulse,Load/Explode Day 3-Intermediate,1200,355.58,5.56,346.08,367.27,356.85,0.0,Kruskal-Wallis,***
Positive Net Impulse,Medball Circuit Day 1,17953,331.11,50.11,233.86,398.29,351.25,0.0,Kruskal-Wallis,***
Positive Net Impulse,Warm UP,1360625,267.94,64.59,124.03,449.28,258.8,0.0,Kruskal-Wallis,***
Positive Net Impulse,Week 1 Day 1,2436,217.31,4.04,213.72,224.04,215.74,0.0,Kruskal-Wallis,***
Positive Net Impulse,Week 1 Day 4,448,169.25,7.68,153.77,180.2,169.92,0.0,Kruskal-Wallis,***
Positive Net Impulse,Week 1 Day 7,448,169.25,7.68,153.77,180.2,169.92,0.0,Kruskal-Wallis,***
Positive Net Impulse,Week 2 Day 6,448,169.25,7.68,153.77,180.2,169.92,0.0,Kruskal-Wallis,***
Positive Net Impulse,Week 3 Day 4,448,169.25,7.68,153.77,180.2,169.92,0.0,Kruskal-Wallis,***
Positive Net Impulse,Week 3 Day 6,448,169.25,7.68,153.77,180.2,169.92,0.0,Kruskal-Wallis,***
Positive Net Impulse,Week 4 Day 7,448,169.25,7.68,153.77,180.2,169.92,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,2025-07-29,100,196.27,2.3,192.88,199.34,196.42,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Ankle/Foot WarmUp,8085,165.11,10.93,146.15,183.99,163.97,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Drive Day 1-Advanced,71201,204.77,48.96,139.54,279.45,205.53,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Drive Day 1-Advanced Jump Athletes,1400,209.8,4.58,198.58,218.63,210.08,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Drive Day 1-Advanced Rotation Athletes,91769,180.39,32.86,139.54,279.45,167.74,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Drive Day 1-Intermediate,816,175.76,9.33,155.4,191.2,174.94,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Drive Day 2-Advanced,67966,204.68,49.67,139.54,279.45,202.11,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Drive Day 2-Advanced Jump Athletes,2800,209.8,4.58,198.58,218.63,210.08,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Drive Day 2-Advanced Rotation Athletes,76253,175.75,28.39,139.54,262.71,167.66,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Drive Day 2-Intermediate,4896,175.76,9.32,155.4,191.2,174.94,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Drive Day 3-Advanced,63673,206.25,49.75,139.54,279.45,202.11,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Drive Day 3-Advanced Jump Athletes,1400,209.8,4.58,198.58,218.63,210.08,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Drive Day 3-Advanced Rotation Athletes,23562,204.42,40.04,139.54,262.71,218.37,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Drive Day 3-Intermediate,816,175.76,9.33,155.4,191.2,174.94,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Explode Day 1-Advanced,89288,190.74,44.83,77.42,291.98,182.93,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Explode Day 1-Advanced Jump Athletes,2736,181.56,9.31,161.34,190.69,183.51,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Explode Day 1-Advanced Rotation Athletes,46293,165.24,45.17,113.41,335.22,167.87,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Explode Day 1-Intermediate,720,146.38,10.24,126.76,157.22,149.86,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Explode Day 2-Advanced,86024,192.09,46.41,77.42,291.98,183.21,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Explode Day 2-Advanced Jump Athletes,2736,181.56,9.31,161.34,190.69,183.51,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Explode Day 2-Advanced Rotation Athletes,50613,164.56,44.21,113.41,335.22,168.45,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Explode Day 2-Intermediate,544,144.5,10.94,126.76,157.22,147.53,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Explode Day 3-Advanced,28664,240.74,33.05,161.34,291.98,249.58,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Explode Day 3-Advanced Rotation Athletes,20623,195.5,33.1,139.54,262.71,183.2,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Fitness Day 1,25548,212.4,43.35,143.68,279.45,191.73,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Fitness Day 2,31343,229.35,37.89,143.68,279.45,243.6,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Fitness Day 3,27430,228.52,38.37,143.68,335.22,240.21,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Fitness Day 4,10821,231.71,37.63,168.45,279.45,246.53,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Keira Mirror Work,1344,131.75,4.04,124.44,137.59,131.44,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Knee Progression Day 1,348,156.63,2.33,152.67,158.5,157.68,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Knee Progression Day 2,1392,156.63,2.33,152.67,158.5,157.68,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Knee Progression Day 3,1392,156.63,2.33,152.67,158.5,157.68,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Knee Progression Day 4,696,156.63,2.33,152.67,158.5,157.68,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Knee Progression Day 5,160,164.35,4.82,153.95,170.44,166.69,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Load Day 1-Advanced,120403,174.36,41.84,77.42,279.45,177.0,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Load Day 1-Advanced Jump Athletes,6624,189.44,29.48,124.28,218.63,206.08,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Load Day 1-Advanced Rotation Athletes,10185,195.83,34.5,124.28,248.81,194.55,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Load Day 1-Beginner,6376,132.3,30.25,86.75,193.25,120.6,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Load Day 1-Intermediate,17594,143.73,22.46,86.75,182.81,144.46,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Load Day 2-Advanced,117521,174.4,42.44,77.42,279.45,176.96,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Load Day 2-Advanced Jump Athletes,6516,190.77,28.16,124.28,218.63,206.08,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Load Day 2-Advanced Rotation Athletes,11037,198.34,28.92,124.44,248.81,192.51,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Load Day 2-Beginner,7441,126.06,29.97,86.75,193.25,118.61,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Load Day 2-Intermediate,15744,147.46,19.13,101.79,182.81,150.14,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Load Day 3-Advanced,46541,208.39,36.57,124.28,279.45,192.36,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Load Day 3-Advanced Jump Athletes,4824,187.55,29.31,124.28,218.63,205.33,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Load Day 3-Advanced Rotation Athletes,6696,199.81,25.41,132.11,248.81,191.94,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Load Day 3-Intermediate,2148,151.39,8.16,132.11,159.52,152.67,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Load/Drive Day 1-Advanced,30592,179.82,36.46,135.9,279.45,159.64,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Load/Drive Day 1-Advanced Rotation Athletes,28740,215.44,46.38,126.76,279.45,238.94,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Load/Drive Day 1-Beginner,608,127.9,5.99,119.06,135.63,128.15,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Load/Drive Day 1-Intermediate,1440,117.13,2.47,111.74,121.15,117.66,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Load/Drive Day 2-Advanced,33192,175.55,35.3,135.9,279.45,156.36,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Load/Drive Day 2-Advanced Rotation Athletes,27936,219.56,45.4,126.76,279.45,240.97,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Load/Drive Day 2-Beginner,760,127.9,5.99,119.06,135.63,128.15,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Load/Drive Day 2-Intermediate,1440,117.13,2.47,111.74,121.15,117.66,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Load/Drive Day 3-Advanced,12512,217.81,27.42,153.95,279.45,210.42,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Load/Drive Day 3-Advanced Rotation Athletes,23008,234.34,35.21,153.95,279.45,246.53,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Load/Explode Day 1-Advanced,261968,172.07,30.47,77.42,335.22,171.19,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Load/Explode Day 1-Advanced Jump Athletes,22248,182.41,14.05,124.28,218.63,183.72,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Load/Explode Day 1-Advanced Rotation Athletes,87554,196.21,47.95,119.37,335.22,185.95,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Load/Explode Day 1-Beginner,856,156.18,3.17,147.39,165.12,157.24,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Load/Explode Day 1-Intermediate,9547,146.28,41.67,93.79,248.81,127.37,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Load/Explode Day 2,238345,172.45,30.4,77.42,335.22,170.88,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Load/Explode Day 2 Jump Athletes,22192,180.22,12.29,124.28,202.84,183.51,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Load/Explode Day 2 Rotation Athletes,85154,195.06,48.96,119.37,335.22,185.95,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Load/Explode Day 2-Beginner,936,156.01,3.41,147.39,165.12,157.24,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Load/Explode Day 2-Intermediate,8492,146.46,43.12,93.79,248.81,125.44,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Load/Explode Day 3,88307,191.24,30.08,119.37,265.62,183.2,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Load/Explode Day 3 Jump Athletes,26984,181.13,12.03,124.28,202.84,183.53,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Load/Explode Day 3 Rotation Athletes,75202,200.53,47.53,119.37,335.22,187.0,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Load/Explode Day 3-Intermediate,1200,239.93,6.62,224.97,248.81,241.55,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Medball Circuit Day 1,17953,230.36,36.65,168.45,279.45,243.81,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Warm UP,1360625,182.66,46.19,77.42,291.98,171.33,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Week 1 Day 1,2436,156.63,2.33,152.67,158.5,157.68,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Week 1 Day 4,448,131.75,4.04,124.44,137.59,131.44,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Week 1 Day 7,448,131.75,4.04,124.44,137.59,131.44,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Week 2 Day 6,448,131.75,4.04,124.44,137.59,131.44,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Week 3 Day 4,448,131.75,4.04,124.44,137.59,131.44,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Week 3 Day 6,448,131.75,4.04,124.44,137.59,131.44,0.0,Kruskal-Wallis,***
Propulsive Net Impulse,Week 4 Day 7,448,131.75,4.04,124.44,137.59,131.44,0.0,Kruskal-Wallis,***
Braking Net Impulse,2025-07-29,100,50.14,4.45,44.04,55.05,50.73,0.0,Kruskal-Wallis,***
Braking Net Impulse,Ankle/Foot WarmUp,8085,72.02,13.81,45.85,91.93,72.19,0.0,Kruskal-Wallis,***
Braking Net Impulse,Drive Day 1-Advanced,71201,93.02,19.77,44.65,130.11,88.81,0.0,Kruskal-Wallis,***
Braking Net Impulse,Drive Day 1-Advanced Jump Athletes,1400,62.2,6.37,54.38,74.12,59.83,0.0,Kruskal-Wallis,***
Braking Net Impulse,Drive Day 1-Advanced Rotation Athletes,91769,97.66,17.11,46.16,153.27,95.98,0.0,Kruskal-Wallis,***
Braking Net Impulse,Drive Day 1-Intermediate,816,70.93,7.61,60.19,86.88,70.33,0.0,Kruskal-Wallis,***
Braking Net Impulse,Drive Day 2-Advanced,67966,93.05,19.78,44.65,130.11,88.81,0.0,Kruskal-Wallis,***
Braking Net Impulse,Drive Day 2-Advanced Jump Athletes,2800,62.2,6.37,54.38,74.12,59.83,0.0,Kruskal-Wallis,***
Braking Net Impulse,Drive Day 2-Advanced Rotation Athletes,76253,95.89,16.34,46.16,153.27,95.07,0.0,Kruskal-Wallis,***
Braking Net Impulse,Drive Day 2-Intermediate,4896,70.93,7.61,60.19,86.88,70.33,0.0,Kruskal-Wallis,***
Braking Net Impulse,Drive Day 3-Advanced,63673,93.45,19.9,44.65,130.11,94.31,0.0,Kruskal-Wallis,***
Braking Net Impulse,Drive Day 3-Advanced Jump Athletes,1400,62.2,6.37,54.38,74.12,59.83,0.0,Kruskal-Wallis,***
Braking Net Impulse,Drive Day 3-Advanced Rotation Athletes,23562,98.51,21.59,51.22,153.27,98.68,0.0,Kruskal-Wallis,***
Braking Net Impulse,Drive Day 3-Intermediate,816,70.93,7.61,60.19,86.88,70.33,0.0,Kruskal-Wallis,***
Braking Net Impulse,Explode Day 1-Advanced,89288,97.47,21.11,41.24,160.6,101.34,0.0,Kruskal-Wallis,***
Braking Net Impulse,Explode Day 1-Advanced Jump Athletes,2736,105.15,8.91,86.42,121.77,105.7,0.0,Kruskal-Wallis,***
Braking Net Impulse,Explode Day 1-Advanced Rotation Athletes,46293,71.09,26.57,43.72,188.61,68.16,0.0,Kruskal-Wallis,***
Braking Net Impulse,Explode Day 1-Intermediate,720,84.49,14.22,55.16,96.88,90.86,0.0,Kruskal-Wallis,***
Braking Net Impulse,Explode Day 2-Advanced,86024,97.37,21.91,41.24,160.6,101.34,0.0,Kruskal-Wallis,***
Braking Net Impulse,Explode Day 2-Advanced Jump Athletes,2736,105.15,8.91,86.42,121.77,105.7,0.0,Kruskal-Wallis,***
Braking Net Impulse,Explode Day 2-Advanced Rotation Athletes,50613,70.34,25.85,43.72,188.61,68.16,0.0,Kruskal-Wallis,***
Braking Net Impulse,Explode Day 2-Intermediate,544,81.83,15.29,55.16,96.88,87.35,0.0,Kruskal-Wallis,***
Braking Net Impulse,Explode Day 3-Advanced,28664,113.76,12.84,68.32,160.6,112.73,0.0,Kruskal-Wallis,***
Braking Net Impulse,Explode Day 3-Advanced Rotation Athletes,20623,87.84,21.57,58.34,153.27,78.04,0.0,Kruskal-Wallis,***
Braking Net Impulse,Fitness Day 1,25548,91.56,20.46,45.85,130.11,87.37,0.0,Kruskal-Wallis,***
Braking Net Impulse,Fitness Day 2,31343,96.55,21.08,47.69,130.11,103.49,0.0,Kruskal-Wallis,***
Braking Net Impulse,Fitness Day 3,27430,96.07,23.13,47.69,188.61,102.51,0.0,Kruskal-Wallis,***
Braking Net Impulse,Fitness Day 4,10821,98.79,19.12,58.34,130.11,105.65,0.0,Kruskal-Wallis,***
Braking Net Impulse,Keira Mirror Work,1344,37.5,4.08,29.13,43.81,37.21,0.0,Kruskal-Wallis,***
Braking Net Impulse,Knee Progression Day 1,348,60.68,3.23,56.61,65.54,60.28,0.0,Kruskal-Wallis,***
Braking Net Impulse,Knee Progression Day 2,1392,60.68,3.23,56.61,65.54,60.28,0.0,Kruskal-Wallis,***
Braking Net Impulse,Knee Progression Day 3,1392,60.68,3.23,56.61,65.54,60.28,0.0,Kruskal-Wallis,***
Braking Net Impulse,Knee Progression Day 4,696,60.68,3.23,56.61,65.54,60.28,0.0,Kruskal-Wallis,***
Braking Net Impulse,Knee Progression Day 5,160,59.77,9.89,44.65,80.97,60.53,0.0,Kruskal-Wallis,***
Braking Net Impulse,Load Day 1-Advanced,120403,77.52,23.34,29.13,130.11,77.5,0.0,Kruskal-Wallis,***
Braking Net Impulse,Load Day 1-Advanced Jump Athletes,6624,63.82,9.04,41.6,87.4,61.61,0.0,Kruskal-Wallis,***
Braking Net Impulse,Load Day 1-Advanced Rotation Athletes,10185,80.59,25.86,29.13,128.18,76.32,0.0,Kruskal-Wallis,***
Braking Net Impulse,Load Day 1-Beginner,6376,65.39,22.97,24.65,110.77,61.91,0.0,Kruskal-Wallis,***
Braking Net Impulse,Load Day 1-Intermediate,17594,72.81,19.81,33.31,125.61,71.48,0.0,Kruskal-Wallis,***
Braking Net Impulse,Load Day 2-Advanced,117521,78.05,23.35,29.13,130.11,78.21,0.0,Kruskal-Wallis,***
Braking Net Impulse,Load Day 2-Advanced Jump Athletes,6516,63.18,8.73,41.6,87.4,61.61,0.0,Kruskal-Wallis,***
Braking Net Impulse,Load Day 2-Advanced Rotation Athletes,11037,81.42,23.44,29.13,128.18,75.35,0.0,Kruskal-Wallis,***
Braking Net Impulse,Load Day 2-Beginner,7441,61.64,22.09,24.65,110.77,59.77,0.0,Kruskal-Wallis,***
Braking Net Impulse,Load Day 2-Intermediate,15744,75.14,19.01,38.68,125.61,73.54,0.0,Kruskal-Wallis,***
Braking Net Impulse,Load Day 3-Advanced,46541,85.75,22.48,40.08,130.11,80.58,0.0,Kruskal-Wallis,***
Braking Net Impulse,Load Day 3-Advanced Jump Athletes,4824,63.7,9.06,41.6,87.4,62.4,0.0,Kruskal-Wallis,***
Braking Net Impulse,Load Day 3-Advanced Rotation Athletes,6696,83.86,19.77,51.22,128.18,77.82,0.0,Kruskal-Wallis,***
Braking Net Impulse,Load Day 3-Intermediate,2148,58.97,6.37,40.08,71.82,59.91,0.0,Kruskal-Wallis,***
Braking Net Impulse,Load/Drive Day 1-Advanced,30592,80.65,19.48,46.16,130.11,74.25,0.0,Kruskal-Wallis,***
Braking Net Impulse,Load/Drive Day 1-Advanced Rotation Athletes,28740,94.9,21.37,44.65,130.11,101.12,0.0,Kruskal-Wallis,***
Braking Net Impulse,Load/Drive Day 1-Beginner,608,61.78,16.95,32.89,79.82,64.01,0.0,Kruskal-Wallis,***
Braking Net Impulse,Load/Drive Day 1-Intermediate,1440,56.3,10.71,34.4,69.66,60.08,0.0,Kruskal-Wallis,***
Braking Net Impulse,Load/Drive Day 2-Advanced,33192,81.87,19.12,44.65,130.11,88.94,0.0,Kruskal-Wallis,***
Braking Net Impulse,Load/Drive Day 2-Advanced Rotation Athletes,27936,97.51,20.96,44.65,130.11,105.28,0.0,Kruskal-Wallis,***
Braking Net Impulse,Load/Drive Day 2-Beginner,760,61.78,16.94,32.89,79.82,64.01,0.0,Kruskal-Wallis,***
Braking Net Impulse,Load/Drive Day 2-Intermediate,1440,56.3,10.71,34.4,69.66,60.08,0.0,Kruskal-Wallis,***
Braking Net Impulse,Load/Drive Day 3-Advanced,12512,75.61,22.36,44.65,130.11,66.06,0.0,Kruskal-Wallis,***
Braking Net Impulse,Load/Drive Day 3-Advanced Rotation Athletes,23008,101.26,19.74,44.65,130.11,107.44,0.0,Kruskal-Wallis,***
Braking Net Impulse,Load/Explode Day 1-Advanced,261968,85.41,21.76,29.13,188.61,83.87,0.0,Kruskal-Wallis,***
Braking Net Impulse,Load/Explode Day 1-Advanced Jump Athletes,22248,95.2,19.27,40.08,121.77,103.26,0.0,Kruskal-Wallis,***
