Variable,Session_Title,N,Mean,Std,Min,Max,Median,P_Value,Test_Type,Significant
RSI,Drive Day 1-Advanced Jump Athletes,1400,0.96,0.25,0.71,1.43,0.83,0.0,Kruskal-Wallis,***
RSI,Drive Day 1-Advanced Rotation Athletes,91769,0.62,0.13,0.45,1.51,0.59,0.0,Kruskal-Wallis,***
RSI,Drive Day 1-Intermediate,816,0.51,0.07,0.45,0.76,0.49,0.0,Kruskal-Wallis,***
RSI,Drive Day 2-Advanced,67966,0.77,0.25,0.45,1.43,0.63,0.0,Kruskal-Wallis,***
RSI,Drive Day 2-Advanced Jump Athletes,2800,0.96,0.25,0.71,1.43,0.83,0.0,Kruskal-Wallis,***
RSI,Drive Day 2-Advanced Rotation Athletes,76253,0.61,0.1,0.45,1.51,0.59,0.0,Kruskal-Wallis,***
RSI,Drive Day 2-Intermediate,4896,0.51,0.07,0.45,0.76,0.49,0.0,Kruskal-Wallis,***
RSI,Drive Day 3-Advanced,63673,0.78,0.25,0.45,1.43,0.64,0.0,Kruskal-Wallis,***
RSI,Drive Day 3-Advanced Jump Athletes,1400,0.96,0.25,0.71,1.43,0.83,0.0,Kruskal-Wallis,***
RSI,Drive Day 3-Advanced Rotation Athletes,23562,0.67,0.16,0.45,1.51,0.63,0.0,Kruskal-Wallis,***
RSI,Drive Day 3-Intermediate,816,0.51,0.07,0.45,0.76,0.49,0.0,Kruskal-Wallis,***
RSI,Explode Day 1-Advanced,89288,0.73,0.18,0.46,1.18,0.7,0.0,Kruskal-Wallis,***
RSI,Explode Day 1-Advanced Jump Athletes,2736,0.75,0.05,0.62,0.82,0.77,0.0,Kruskal-Wallis,***
RSI,Explode Day 1-Advanced Rotation Athletes,46293,0.63,0.11,0.42,1.51,0.63,0.0,Kruskal-Wallis,***
RSI,Explode Day 1-Intermediate,720,0.61,0.04,0.56,0.7,0.6,0.0,Kruskal-Wallis,***
RSI,Explode Day 2-Advanced,86024,0.73,0.19,0.46,1.18,0.7,0.0,Kruskal-Wallis,***
RSI,Explode Day 2-Advanced Jump Athletes,2736,0.75,0.05,0.62,0.82,0.77,0.0,Kruskal-Wallis,***
RSI,Explode Day 2-Advanced Rotation Athletes,50613,0.64,0.1,0.42,1.51,0.64,0.0,Kruskal-Wallis,***
RSI,Explode Day 2-Intermediate,544,0.62,0.04,0.56,0.7,0.61,0.0,Kruskal-Wallis,***
RSI,Explode Day 3-Advanced,28664,0.91,0.17,0.59,1.18,0.97,0.0,Kruskal-Wallis,***
RSI,Explode Day 3-Advanced Rotation Athletes,20623,0.59,0.1,0.42,0.95,0.57,0.0,Kruskal-Wallis,***
RSI,Fitness Day 1,25548,0.77,0.24,0.32,1.51,0.68,0.0,Kruskal-Wallis,***
RSI,Fitness Day 2,31343,0.87,0.22,0.45,1.51,0.97,0.0,Kruskal-Wallis,***
RSI,Fitness Day 3,27430,0.87,0.21,0.45,1.51,0.93,0.0,Kruskal-Wallis,***
RSI,Fitness Day 4,10821,0.89,0.2,0.53,1.18,0.98,0.0,Kruskal-Wallis,***
RSI,Keira Mirror Work,1344,0.65,0.16,0.55,1.08,0.6,0.0,Kruskal-Wallis,***
RSI,Knee Progression Day 1,348,0.62,0.02,0.6,0.65,0.61,0.0,Kruskal-Wallis,***
RSI,Knee Progression Day 2,1392,0.62,0.02,0.6,0.65,0.61,0.0,Kruskal-Wallis,***
RSI,Knee Progression Day 3,1392,0.62,0.02,0.6,0.65,0.61,0.0,Kruskal-Wallis,***
RSI,Knee Progression Day 4,696,0.62,0.02,0.6,0.65,0.61,0.0,Kruskal-Wallis,***
RSI,Knee Progression Day 5,160,0.54,0.05,0.47,0.61,0.54,0.0,Kruskal-Wallis,***
RSI,Load Day 1-Advanced,120403,0.65,0.17,0.32,1.34,0.6,0.0,Kruskal-Wallis,***
RSI,Load Day 1-Advanced Jump Athletes,6624,0.86,0.26,0.45,1.43,0.82,0.0,Kruskal-Wallis,***
RSI,Load Day 1-Advanced Rotation Athletes,10185,0.59,0.11,0.42,1.08,0.54,0.0,Kruskal-Wallis,***
RSI,Load Day 1-Beginner,6376,0.53,0.08,0.38,0.95,0.52,0.0,Kruskal-Wallis,***
RSI,Load Day 1-Intermediate,17594,0.57,0.1,0.32,1.0,0.55,0.0,Kruskal-Wallis,***
RSI,Load Day 2-Advanced,117521,0.64,0.17,0.32,1.34,0.59,0.0,Kruskal-Wallis,***
RSI,Load Day 2-Advanced Jump Athletes,6516,0.88,0.25,0.45,1.43,0.83,0.0,Kruskal-Wallis,***
RSI,Load Day 2-Advanced Rotation Athletes,11037,0.6,0.11,0.42,1.08,0.58,0.0,Kruskal-Wallis,***
RSI,Load Day 2-Beginner,7441,0.54,0.09,0.38,0.95,0.52,0.0,Kruskal-Wallis,***
RSI,Load Day 2-Intermediate,15744,0.56,0.1,0.32,1.0,0.54,0.0,Kruskal-Wallis,***
RSI,Load Day 3-Advanced,46541,0.74,0.22,0.32,1.34,0.67,0.0,Kruskal-Wallis,***
RSI,Load Day 3-Advanced Jump Athletes,4824,0.86,0.25,0.45,1.43,0.82,0.0,Kruskal-Wallis,***
RSI,Load Day 3-Advanced Rotation Athletes,6696,0.64,0.1,0.42,0.8,0.67,0.0,Kruskal-Wallis,***
RSI,Load Day 3-Intermediate,2148,0.66,0.13,0.43,1.0,0.62,0.0,Kruskal-Wallis,***
RSI,Load/Drive Day 1-Advanced,30592,0.75,0.22,0.57,1.43,0.63,0.0,Kruskal-Wallis,***
RSI,Load/Drive Day 1-Advanced Rotation Athletes,28740,0.82,0.22,0.42,1.18,0.73,0.0,Kruskal-Wallis,***
RSI,Load/Drive Day 1-Beginner,608,0.66,0.21,0.35,0.87,0.79,0.0,Kruskal-Wallis,***
RSI,Load/Drive Day 1-Intermediate,1440,0.53,0.05,0.44,0.58,0.55,0.0,Kruskal-Wallis,***
RSI,Load/Drive Day 2-Advanced,33192,0.72,0.2,0.47,1.43,0.62,0.0,Kruskal-Wallis,***
RSI,Load/Drive Day 2-Advanced Rotation Athletes,27936,0.81,0.23,0.42,1.18,0.73,0.0,Kruskal-Wallis,***
RSI,Load/Drive Day 2-Beginner,760,0.66,0.21,0.35,0.87,0.79,0.0,Kruskal-Wallis,***
RSI,Load/Drive Day 2-Intermediate,1440,0.53,0.05,0.44,0.58,0.55,0.0,Kruskal-Wallis,***
RSI,Load/Drive Day 3-Advanced,12512,0.95,0.22,0.47,1.43,0.88,0.0,Kruskal-Wallis,***
RSI,Load/Drive Day 3-Advanced Rotation Athletes,23008,0.86,0.23,0.42,1.18,0.97,0.0,Kruskal-Wallis,***
RSI,Load/Explode Day 1-Advanced,261968,0.61,0.11,0.32,1.51,0.58,0.0,Kruskal-Wallis,***
RSI,Load/Explode Day 1-Advanced Jump Athletes,22248,0.77,0.11,0.43,1.43,0.77,0.0,Kruskal-Wallis,***
RSI,Load/Explode Day 1-Advanced Rotation Athletes,87554,0.7,0.23,0.32,1.51,0.59,0.0,Kruskal-Wallis,***
RSI,Load/Explode Day 1-Beginner,856,0.57,0.11,0.32,0.65,0.6,0.0,Kruskal-Wallis,***
RSI,Load/Explode Day 1-Intermediate,9547,0.54,0.1,0.32,0.95,0.52,0.0,Kruskal-Wallis,***
RSI,Load/Explode Day 2,238345,0.61,0.11,0.32,1.51,0.59,0.0,Kruskal-Wallis,***
RSI,Load/Explode Day 2 Jump Athletes,22192,0.75,0.07,0.43,1.0,0.77,0.0,Kruskal-Wallis,***
RSI,Load/Explode Day 2 Rotation Athletes,85154,0.7,0.23,0.32,1.51,0.59,0.0,Kruskal-Wallis,***
RSI,Load/Explode Day 2-Beginner,936,0.55,0.12,0.32,0.65,0.6,0.0,Kruskal-Wallis,***
RSI,Load/Explode Day 2-Intermediate,8492,0.54,0.09,0.35,0.95,0.52,0.0,Kruskal-Wallis,***
RSI,Load/Explode Day 3,88307,0.64,0.11,0.32,1.51,0.63,0.0,Kruskal-Wallis,***
RSI,Load/Explode Day 3 Jump Athletes,26984,0.75,0.08,0.45,1.0,0.77,0.0,Kruskal-Wallis,***
RSI,Load/Explode Day 3 Rotation Athletes,75202,0.71,0.24,0.32,1.51,0.59,0.0,Kruskal-Wallis,***
RSI,Load/Explode Day 3-Intermediate,1200,0.48,0.03,0.42,0.53,0.48,0.0,Kruskal-Wallis,***
RSI,Medball Circuit Day 1,17953,0.88,0.22,0.47,1.51,0.97,0.0,Kruskal-Wallis,***
RSI,Warm UP,1360625,0.67,0.21,0.32,1.51,0.58,0.0,Kruskal-Wallis,***
RSI,Week 1 Day 1,2436,0.62,0.02,0.6,0.65,0.61,0.0,Kruskal-Wallis,***
RSI,Week 1 Day 4,448,0.65,0.16,0.55,1.08,0.6,0.0,Kruskal-Wallis,***
RSI,Week 1 Day 7,448,0.65,0.16,0.55,1.08,0.6,0.0,Kruskal-Wallis,***
RSI,Week 2 Day 6,448,0.65,0.16,0.55,1.08,0.6,0.0,Kruskal-Wallis,***
RSI,Week 3 Day 4,448,0.65,0.16,0.55,1.08,0.6,0.0,Kruskal-Wallis,***
RSI,Week 3 Day 6,448,0.65,0.16,0.55,1.08,0.6,0.0,Kruskal-Wallis,***
RSI,Week 4 Day 7,448,0.65,0.16,0.55,1.08,0.6,0.0,Kruskal-Wallis,***
Takeoff Velocity,2025-07-29,100,2.57,0.03,2.53,2.61,2.57,0.0,Kruskal-Wallis,***
Takeoff Velocity,Ankle/Foot WarmUp,8085,2.24,0.14,1.96,2.46,2.25,0.0,Kruskal-Wallis,***
Takeoff Velocity,Drive Day 1-Advanced,71201,2.73,0.45,1.98,3.47,2.72,0.0,Kruskal-Wallis,***
Takeoff Velocity,Drive Day 1-Advanced Jump Athletes,1400,3.22,0.12,2.95,3.47,3.25,0.0,Kruskal-Wallis,***
Takeoff Velocity,Drive Day 1-Advanced Rotation Athletes,91769,2.4,0.35,1.98,3.34,2.25,0.0,Kruskal-Wallis,***
Takeoff Velocity,Drive Day 1-Intermediate,816,2.23,0.09,1.98,2.36,2.24,0.0,Kruskal-Wallis,***
Takeoff Velocity,Drive Day 2-Advanced,67966,2.74,0.44,2.12,3.47,2.72,0.0,Kruskal-Wallis,***
Takeoff Velocity,Drive Day 2-Advanced Jump Athletes,2800,3.22,0.12,2.95,3.47,3.25,0.0,Kruskal-Wallis,***
Takeoff Velocity,Drive Day 2-Advanced Rotation Athletes,76253,2.37,0.29,1.98,3.24,2.25,0.0,Kruskal-Wallis,***
Takeoff Velocity,Drive Day 2-Intermediate,4896,2.23,0.09,1.98,2.36,2.24,0.0,Kruskal-Wallis,***
Takeoff Velocity,Drive Day 3-Advanced,63673,2.75,0.45,1.98,3.47,2.77,0.0,Kruskal-Wallis,***
Takeoff Velocity,Drive Day 3-Advanced Jump Athletes,1400,3.22,0.12,2.95,3.47,3.25,0.0,Kruskal-Wallis,***
Takeoff Velocity,Drive Day 3-Advanced Rotation Athletes,23562,2.68,0.38,1.98,3.24,2.78,0.0,Kruskal-Wallis,***
Takeoff Velocity,Drive Day 3-Intermediate,816,2.23,0.09,1.98,2.36,2.24,0.0,Kruskal-Wallis,***
Takeoff Velocity,Explode Day 1-Advanced,89288,2.77,0.32,1.98,3.34,2.83,0.0,Kruskal-Wallis,***
Takeoff Velocity,Explode Day 1-Advanced Jump Athletes,2736,2.85,0.09,2.69,2.98,2.87,0.0,Kruskal-Wallis,***
Takeoff Velocity,Explode Day 1-Advanced Rotation Athletes,46293,2.49,0.21,1.98,3.35,2.48,0.0,Kruskal-Wallis,***
Takeoff Velocity,Explode Day 1-Intermediate,720,2.39,0.13,2.25,2.63,2.35,0.0,Kruskal-Wallis,***
Takeoff Velocity,Explode Day 2-Advanced,86024,2.77,0.32,1.98,3.34,2.83,0.0,Kruskal-Wallis,***
Takeoff Velocity,Explode Day 2-Advanced Jump Athletes,2736,2.85,0.09,2.69,2.98,2.87,0.0,Kruskal-Wallis,***
Takeoff Velocity,Explode Day 2-Advanced Rotation Athletes,50613,2.51,0.21,1.98,3.35,2.49,0.0,Kruskal-Wallis,***
Takeoff Velocity,Explode Day 2-Intermediate,544,2.41,0.13,2.25,2.63,2.4,0.0,Kruskal-Wallis,***
Takeoff Velocity,Explode Day 3-Advanced,28664,3.1,0.17,2.47,3.34,3.16,0.0,Kruskal-Wallis,***
Takeoff Velocity,Explode Day 3-Advanced Rotation Athletes,20623,2.51,0.28,1.98,3.24,2.44,0.0,Kruskal-Wallis,***
Takeoff Velocity,Fitness Day 1,25548,2.82,0.36,1.96,3.34,2.79,0.0,Kruskal-Wallis,***
Takeoff Velocity,Fitness Day 2,31343,3.0,0.27,2.4,3.47,3.11,0.0,Kruskal-Wallis,***
Takeoff Velocity,Fitness Day 3,27430,3.0,0.26,2.4,3.47,3.11,0.0,Kruskal-Wallis,***
Takeoff Velocity,Fitness Day 4,10821,3.01,0.26,2.42,3.34,3.16,0.0,Kruskal-Wallis,***
Takeoff Velocity,Keira Mirror Work,1344,2.79,0.06,2.67,2.89,2.8,0.0,Kruskal-Wallis,***
Takeoff Velocity,Knee Progression Day 1,348,2.64,0.04,2.58,2.67,2.66,0.0,Kruskal-Wallis,***
Takeoff Velocity,Knee Progression Day 2,1392,2.64,0.04,2.58,2.67,2.66,0.0,Kruskal-Wallis,***
Takeoff Velocity,Knee Progression Day 3,1392,2.64,0.04,2.58,2.67,2.66,0.0,Kruskal-Wallis,***
Takeoff Velocity,Knee Progression Day 4,696,2.64,0.04,2.58,2.67,2.66,0.0,Kruskal-Wallis,***
Takeoff Velocity,Knee Progression Day 5,160,2.32,0.06,2.21,2.4,2.33,0.0,Kruskal-Wallis,***
Takeoff Velocity,Load Day 1-Advanced,120403,2.57,0.31,1.96,3.34,2.54,0.0,Kruskal-Wallis,***
Takeoff Velocity,Load Day 1-Advanced Jump Athletes,6624,3.0,0.35,2.07,3.47,3.17,0.0,Kruskal-Wallis,***
Takeoff Velocity,Load Day 1-Advanced Rotation Athletes,10185,2.6,0.21,2.07,2.89,2.68,0.0,Kruskal-Wallis,***
Takeoff Velocity,Load Day 1-Beginner,6376,2.34,0.12,2.04,2.57,2.34,0.0,Kruskal-Wallis,***
Takeoff Velocity,Load Day 1-Intermediate,17594,2.35,0.2,1.74,2.94,2.29,0.0,Kruskal-Wallis,***
Takeoff Velocity,Load Day 2-Advanced,117521,2.56,0.31,1.96,3.34,2.51,0.0,Kruskal-Wallis,***
Takeoff Velocity,Load Day 2-Advanced Jump Athletes,6516,3.04,0.31,2.07,3.47,3.17,0.0,Kruskal-Wallis,***
Takeoff Velocity,Load Day 2-Advanced Rotation Athletes,11037,2.63,0.2,2.14,2.89,2.71,0.0,Kruskal-Wallis,***
Takeoff Velocity,Load Day 2-Beginner,7441,2.33,0.13,2.04,2.57,2.33,0.0,Kruskal-Wallis,***
Takeoff Velocity,Load Day 2-Intermediate,15744,2.34,0.19,1.74,2.94,2.29,0.0,Kruskal-Wallis,***
Takeoff Velocity,Load Day 3-Advanced,46541,2.82,0.3,1.96,3.34,2.78,0.0,Kruskal-Wallis,***
Takeoff Velocity,Load Day 3-Advanced Jump Athletes,4824,2.99,0.34,2.07,3.47,3.05,0.0,Kruskal-Wallis,***
Takeoff Velocity,Load Day 3-Advanced Rotation Athletes,6696,2.64,0.18,2.14,2.86,2.72,0.0,Kruskal-Wallis,***
Takeoff Velocity,Load Day 3-Intermediate,2148,2.61,0.18,2.15,2.94,2.66,0.0,Kruskal-Wallis,***
Takeoff Velocity,Load/Drive Day 1-Advanced,30592,2.72,0.39,2.22,3.47,2.49,0.0,Kruskal-Wallis,***
Takeoff Velocity,Load/Drive Day 1-Advanced Rotation Athletes,28740,2.86,0.35,2.14,3.34,2.82,0.0,Kruskal-Wallis,***
Takeoff Velocity,Load/Drive Day 1-Beginner,608,2.08,0.05,1.99,2.14,2.08,0.0,Kruskal-Wallis,***
Takeoff Velocity,Load/Drive Day 1-Intermediate,1440,2.36,0.06,2.26,2.46,2.34,0.0,Kruskal-Wallis,***
Takeoff Velocity,Load/Drive Day 2-Advanced,33192,2.66,0.37,2.21,3.47,2.46,0.0,Kruskal-Wallis,***
Takeoff Velocity,Load/Drive Day 2-Advanced Rotation Athletes,27936,2.84,0.37,2.14,3.34,2.82,0.0,Kruskal-Wallis,***
Takeoff Velocity,Load/Drive Day 2-Beginner,760,2.08,0.05,1.99,2.14,2.08,0.0,Kruskal-Wallis,***
Takeoff Velocity,Load/Drive Day 2-Intermediate,1440,2.36,0.06,2.26,2.46,2.34,0.0,Kruskal-Wallis,***
Takeoff Velocity,Load/Drive Day 3-Advanced,12512,3.15,0.17,2.21,3.47,3.2,0.0,Kruskal-Wallis,***
Takeoff Velocity,Load/Drive Day 3-Advanced Rotation Athletes,23008,2.93,0.35,2.14,3.34,3.11,0.0,Kruskal-Wallis,***
Takeoff Velocity,Load/Explode Day 1-Advanced,261968,2.49,0.29,1.96,3.47,2.47,0.0,Kruskal-Wallis,***
Takeoff Velocity,Load/Explode Day 1-Advanced Jump Athletes,22248,2.87,0.16,2.07,3.47,2.87,0.0,Kruskal-Wallis,***
Takeoff Velocity,Load/Explode Day 1-Advanced Rotation Athletes,87554,2.72,0.36,1.96,3.35,2.69,0.0,Kruskal-Wallis,***
Takeoff Velocity,Load/Explode Day 1-Beginner,856,2.49,0.33,1.74,2.67,2.66,0.0,Kruskal-Wallis,***
Takeoff Velocity,Load/Explode Day 1-Intermediate,9547,2.33,0.18,1.74,2.59,2.34,0.0,Kruskal-Wallis,***
Takeoff Velocity,Load/Explode Day 2,238345,2.48,0.3,1.96,3.47,2.44,0.0,Kruskal-Wallis,***
Takeoff Velocity,Load/Explode Day 2 Jump Athletes,22192,2.84,0.13,2.07,3.05,2.87,0.0,Kruskal-Wallis,***
Takeoff Velocity,Load/Explode Day 2 Rotation Athletes,85154,2.73,0.36,1.96,3.35,2.69,0.0,Kruskal-Wallis,***
Takeoff Velocity,Load/Explode Day 2-Beginner,936,2.43,0.37,1.74,2.67,2.66,0.0,Kruskal-Wallis,***
Takeoff Velocity,Load/Explode Day 2-Intermediate,8492,2.34,0.17,1.99,2.59,2.35,0.0,Kruskal-Wallis,***
Takeoff Velocity,Load/Explode Day 3,88307,2.68,0.26,1.96,3.24,2.7,0.0,Kruskal-Wallis,***
Takeoff Velocity,Load/Explode Day 3 Jump Athletes,26984,2.85,0.1,2.07,3.05,2.87,0.0,Kruskal-Wallis,***
Takeoff Velocity,Load/Explode Day 3 Rotation Athletes,75202,2.74,0.38,1.96,3.35,2.69,0.0,Kruskal-Wallis,***
Takeoff Velocity,Load/Explode Day 3-Intermediate,1200,2.29,0.07,2.14,2.38,2.31,0.0,Kruskal-Wallis,***
Takeoff Velocity,Medball Circuit Day 1,17953,2.97,0.31,2.29,3.34,3.13,0.0,Kruskal-Wallis,***
Takeoff Velocity,Warm UP,1360625,2.57,0.38,1.74,3.47,2.48,0.0,Kruskal-Wallis,***
Takeoff Velocity,Week 1 Day 1,2436,2.64,0.04,2.58,2.67,2.66,0.0,Kruskal-Wallis,***
Takeoff Velocity,Week 1 Day 4,448,2.79,0.06,2.67,2.89,2.8,0.0,Kruskal-Wallis,***
Takeoff Velocity,Week 1 Day 7,448,2.79,0.06,2.67,2.89,2.8,0.0,Kruskal-Wallis,***
Takeoff Velocity,Week 2 Day 6,448,2.79,0.06,2.67,2.89,2.8,0.0,Kruskal-Wallis,***
Takeoff Velocity,Week 3 Day 4,448,2.79,0.06,2.67,2.89,2.8,0.0,Kruskal-Wallis,***
Takeoff Velocity,Week 3 Day 6,448,2.79,0.06,2.67,2.89,2.8,0.0,Kruskal-Wallis,***
Takeoff Velocity,Week 4 Day 7,448,2.79,0.06,2.67,2.89,2.8,0.0,Kruskal-Wallis,***
Peak Velocity,2025-07-29,100,2.65,0.03,2.6,2.69,2.66,0.0,Kruskal-Wallis,***
Peak Velocity,Ankle/Foot WarmUp,8085,2.38,0.11,2.17,2.58,2.38,0.0,Kruskal-Wallis,***
Peak Velocity,Drive Day 1-Advanced,71201,2.82,0.43,2.14,3.53,2.83,0.0,Kruskal-Wallis,***
Peak Velocity,Drive Day 1-Advanced Jump Athletes,1400,3.28,0.12,3.02,3.53,3.31,0.0,Kruskal-Wallis,***
Peak Velocity,Drive Day 1-Advanced Rotation Athletes,91769,2.52,0.33,2.14,3.4,2.36,0.0,Kruskal-Wallis,***
Peak Velocity,Drive Day 1-Intermediate,816,2.37,0.09,2.14,2.48,2.38,0.0,Kruskal-Wallis,***
Peak Velocity,Drive Day 2-Advanced,67966,2.83,0.42,2.23,3.53,2.83,0.0,Kruskal-Wallis,***
Peak Velocity,Drive Day 2-Advanced Jump Athletes,2800,3.28,0.12,3.02,3.53,3.31,0.0,Kruskal-Wallis,***
Peak Velocity,Drive Day 2-Advanced Rotation Athletes,76253,2.49,0.28,2.14,3.33,2.37,0.0,Kruskal-Wallis,***
Peak Velocity,Drive Day 2-Intermediate,4896,2.37,0.09,2.14,2.48,2.38,0.0,Kruskal-Wallis,***
Peak Velocity,Drive Day 3-Advanced,63673,2.84,0.43,2.14,3.53,2.87,0.0,Kruskal-Wallis,***
Peak Velocity,Drive Day 3-Advanced Jump Athletes,1400,3.28,0.12,3.02,3.53,3.31,0.0,Kruskal-Wallis,***
Peak Velocity,Drive Day 3-Advanced Rotation Athletes,23562,2.78,0.37,2.14,3.33,2.87,0.0,Kruskal-Wallis,***
Peak Velocity,Drive Day 3-Intermediate,816,2.37,0.09,2.14,2.48,2.38,0.0,Kruskal-Wallis,***
Peak Velocity,Explode Day 1-Advanced,89288,2.87,0.31,2.07,3.4,2.93,0.0,Kruskal-Wallis,***
Peak Velocity,Explode Day 1-Advanced Jump Athletes,2736,2.96,0.09,2.79,3.08,2.96,0.0,Kruskal-Wallis,***
Peak Velocity,Explode Day 1-Advanced Rotation Athletes,46293,2.59,0.2,2.14,3.44,2.56,0.0,Kruskal-Wallis,***
Peak Velocity,Explode Day 1-Intermediate,720,2.49,0.11,2.34,2.71,2.46,0.0,Kruskal-Wallis,***
Peak Velocity,Explode Day 2-Advanced,86024,2.87,0.32,2.07,3.4,2.93,0.0,Kruskal-Wallis,***
Peak Velocity,Explode Day 2-Advanced Jump Athletes,2736,2.96,0.09,2.79,3.08,2.96,0.0,Kruskal-Wallis,***
Peak Velocity,Explode Day 2-Advanced Rotation Athletes,50613,2.61,0.2,2.14,3.44,2.58,0.0,Kruskal-Wallis,***
Peak Velocity,Explode Day 2-Intermediate,544,2.51,0.12,2.34,2.71,2.5,0.0,Kruskal-Wallis,***
Peak Velocity,Explode Day 3-Advanced,28664,3.19,0.16,2.56,3.4,3.24,0.0,Kruskal-Wallis,***
Peak Velocity,Explode Day 3-Advanced Rotation Athletes,20623,2.62,0.26,2.14,3.33,2.55,0.0,Kruskal-Wallis,***
Peak Velocity,Fitness Day 1,25548,2.91,0.34,2.17,3.4,2.87,0.0,Kruskal-Wallis,***
Peak Velocity,Fitness Day 2,31343,3.08,0.26,2.49,3.53,3.2,0.0,Kruskal-Wallis,***
Peak Velocity,Fitness Day 3,27430,3.08,0.25,2.49,3.53,3.19,0.0,Kruskal-Wallis,***
Peak Velocity,Fitness Day 4,10821,3.09,0.25,2.54,3.4,3.23,0.0,Kruskal-Wallis,***
Peak Velocity,Keira Mirror Work,1344,2.87,0.06,2.76,2.98,2.88,0.0,Kruskal-Wallis,***
Peak Velocity,Knee Progression Day 1,348,2.74,0.04,2.67,2.76,2.75,0.0,Kruskal-Wallis,***
Peak Velocity,Knee Progression Day 2,1392,2.74,0.04,2.67,2.76,2.75,0.0,Kruskal-Wallis,***
Peak Velocity,Knee Progression Day 3,1392,2.74,0.04,2.67,2.76,2.75,0.0,Kruskal-Wallis,***
Peak Velocity,Knee Progression Day 4,696,2.74,0.04,2.67,2.76,2.75,0.0,Kruskal-Wallis,***
Peak Velocity,Knee Progression Day 5,160,2.44,0.06,2.34,2.52,2.45,0.0,Kruskal-Wallis,***
Peak Velocity,Load Day 1-Advanced,120403,2.67,0.3,2.07,3.4,2.63,0.0,Kruskal-Wallis,***
Peak Velocity,Load Day 1-Advanced Jump Athletes,6624,3.08,0.34,2.19,3.53,3.24,0.0,Kruskal-Wallis,***
Peak Velocity,Load Day 1-Advanced Rotation Athletes,10185,2.71,0.19,2.19,2.98,2.77,0.0,Kruskal-Wallis,***
Peak Velocity,Load Day 1-Beginner,6376,2.47,0.11,2.14,2.68,2.46,0.0,Kruskal-Wallis,***
Peak Velocity,Load Day 1-Intermediate,17594,2.47,0.19,1.91,3.0,2.42,0.0,Kruskal-Wallis,***
Peak Velocity,Load Day 2-Advanced,117521,2.66,0.3,2.07,3.4,2.63,0.0,Kruskal-Wallis,***
Peak Velocity,Load Day 2-Advanced Jump Athletes,6516,3.11,0.3,2.19,3.53,3.24,0.0,Kruskal-Wallis,***
Peak Velocity,Load Day 2-Advanced Rotation Athletes,11037,2.73,0.18,2.33,2.98,2.8,0.0,Kruskal-Wallis,***
Peak Velocity,Load Day 2-Beginner,7441,2.45,0.13,2.14,2.68,2.44,0.0,Kruskal-Wallis,***
Peak Velocity,Load Day 2-Intermediate,15744,2.46,0.18,1.91,3.0,2.42,0.0,Kruskal-Wallis,***
Peak Velocity,Load Day 3-Advanced,46541,2.91,0.28,2.17,3.4,2.86,0.0,Kruskal-Wallis,***
Peak Velocity,Load Day 3-Advanced Jump Athletes,4824,3.07,0.33,2.19,3.53,3.13,0.0,Kruskal-Wallis,***
Peak Velocity,Load Day 3-Advanced Rotation Athletes,6696,2.75,0.17,2.33,2.94,2.81,0.0,Kruskal-Wallis,***
Peak Velocity,Load Day 3-Intermediate,2148,2.71,0.16,2.32,3.0,2.75,0.0,Kruskal-Wallis,***
Peak Velocity,Load/Drive Day 1-Advanced,30592,2.81,0.37,2.37,3.53,2.6,0.0,Kruskal-Wallis,***
Peak Velocity,Load/Drive Day 1-Advanced Rotation Athletes,28740,2.94,0.33,2.33,3.4,2.9,0.0,Kruskal-Wallis,***
Peak Velocity,Load/Drive Day 1-Beginner,608,2.22,0.04,2.13,2.28,2.22,0.0,Kruskal-Wallis,***
Peak Velocity,Load/Drive Day 1-Intermediate,1440,2.46,0.06,2.38,2.56,2.45,0.0,Kruskal-Wallis,***
Peak Velocity,Load/Drive Day 2-Advanced,33192,2.75,0.35,2.34,3.53,2.57,0.0,Kruskal-Wallis,***
Peak Velocity,Load/Drive Day 2-Advanced Rotation Athletes,27936,2.93,0.35,2.33,3.4,2.9,0.0,Kruskal-Wallis,***
Peak Velocity,Load/Drive Day 2-Beginner,760,2.22,0.04,2.13,2.28,2.22,0.0,Kruskal-Wallis,***
Peak Velocity,Load/Drive Day 2-Intermediate,1440,2.46,0.06,2.38,2.56,2.45,0.0,Kruskal-Wallis,***
Peak Velocity,Load/Drive Day 3-Advanced,12512,3.23,0.16,2.34,3.53,3.27,0.0,Kruskal-Wallis,***
Peak Velocity,Load/Drive Day 3-Advanced Rotation Athletes,23008,3.02,0.33,2.33,3.4,3.2,0.0,Kruskal-Wallis,***
Peak Velocity,Load/Explode Day 1-Advanced,261968,2.6,0.28,2.07,3.53,2.56,0.0,Kruskal-Wallis,***
Peak Velocity,Load/Explode Day 1-Advanced Jump Athletes,22248,2.97,0.15,2.19,3.53,2.97,0.0,Kruskal-Wallis,***
Peak Velocity,Load/Explode Day 1-Advanced Rotation Athletes,87554,2.81,0.35,2.17,3.44,2.77,0.0,Kruskal-Wallis,***
Peak Velocity,Load/Explode Day 1-Beginner,856,2.59,0.3,1.91,2.76,2.75,0.0,Kruskal-Wallis,***
Peak Velocity,Load/Explode Day 1-Intermediate,9547,2.45,0.16,1.91,2.68,2.45,0.0,Kruskal-Wallis,***
Peak Velocity,Load/Explode Day 2,238345,2.59,0.29,2.07,3.53,2.54,0.0,Kruskal-Wallis,***
